model,scenario,region,variable,unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
MESSAGE V.4,EMF27-Base-FullTech,REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,3441.16,3336.24,3770.96,3979.90,4205.26,4790.45,5140.93,4952.31,4696.76,4643.92,4675.14
MESSAGE V.4,EMF27-Base-FullTech,REF,Primary Energy,EJ/yr,52.15,50.10,56.87,59.13,62.03,70.37,77.58,79.57,80.51,83.37,82.66
MESSAGE V.4,EMF27-Base-FullTech,World,Emissions|CO2,Mt CO2/yr,34491.02,36087.09,42809.72,48375.99,55957.77,64431.68,71728.32,75668.28,77297.82,77283.35,75904.56
MESSAGE V.4,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,30716.12,32497.29,39567.33,45605.05,53745.23,62852.36,70846.35,75539.88,77971.63,78801.84,78305.55
MESSAGE V.4,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,14051.51,14231.65,15868.63,17896.11,21258.79,25655.80,30596.72,35007.32,39933.50,41377.73,40898.59
MESSAGE V.4,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10905.48,11286.99,12764.73,14425.47,16094.57,17674.31,18432.99,17491.63,16994.64,15947.65,13851.49
MESSAGE V.4,EMF27-Base-FullTech,World,Price|Carbon,US$2005/t CO2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MESSAGE V.4,EMF27-Base-FullTech,World,Primary Energy,EJ/yr,455.16,479.25,569.38,656.10,766.97,900.11,1034.47,1152.42,1245.42,1312.78,1349.08
MESSAGE V.4,EMF27-Base-FullTech,World,Primary Energy|Coal,EJ/yr,121.19,138.87,158.94,182.78,212.02,257.67,315.41,360.65,421.09,463.68,492.42
MESSAGE V.4,EMF27-Base-FullTech,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MESSAGE V.4,EMF27-Base-FullTech,World,Temperature|Global Mean|MAGICC6|MED,°C,0.81,0.89,1.13,1.41,1.76,2.13,2.52,2.95,3.39,3.81,4.23
REMIND 1.5,AMPERE3-450,World,Emissions|CO2,Mt CO2/yr,33841.49,37365.91,35255.18,31679.69,25439.84,16908.36,6524.72,-910.93,-5015.05,-8196.08,-10192.88
REMIND 1.5,AMPERE3-450,World,Price|Carbon,US$2005/t CO2,,12.69,26.12,47.87,84.54,145.48,273.47,391.15,653.40,1038.34,1625.99
REMIND 1.5,AMPERE3-450,World,Primary Energy,EJ/yr,464.82,514.12,554.26,604.59,649.43,722.82,788.62,818.59,842.94,906.67,982.56
REMIND 1.5,AMPERE3-450,World,Primary Energy|Coal,EJ/yr,122.20,135.47,92.72,45.87,22.33,20.39,16.64,12.35,5.94,2.36,1.77
REMIND 1.5,AMPERE3-450,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,2.80,27.04,68.28,84.26,72.84,42.01,12.74,1.82,0.21
REMIND 1.5,AMPERE3-450,World,Temperature|Global Mean|MAGICC6|MED,°C,0.86,0.91,1.19,1.48,1.70,1.83,1.90,1.93,1.93,1.92,1.88
REMIND 1.5,AMPERE3-450P-CE,World,Emissions|CO2,Mt CO2/yr,33841.49,37357.58,39260.04,43283.25,34864.17,20741.40,7005.88,-622.25,-4786.58,-8275.44,-10291.58
REMIND 1.5,AMPERE3-450P-CE,World,Price|Carbon,US$2005/t CO2,,12.38,9.87,13.94,76.15,145.48,273.47,391.15,653.40,1038.34,1625.99
REMIND 1.5,AMPERE3-450P-CE,World,Primary Energy,EJ/yr,464.82,514.02,588.53,693.80,680.17,710.30,781.54,824.48,854.76,906.80,984.16
REMIND 1.5,AMPERE3-450P-CE,World,Primary Energy|Coal,EJ/yr,122.20,135.40,120.77,124.53,70.15,27.36,12.26,8.34,4.12,2.14,1.65
REMIND 1.5,AMPERE3-450P-CE,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.08,1.31,13.01,48.37,53.38,44.75,24.37,2.96,0.04
REMIND 1.5,AMPERE3-450P-CE,World,Temperature|Global Mean|MAGICC6|MED,°C,0.75,0.80,1.07,1.35,1.66,1.86,1.95,1.98,1.99,1.97,1.93
REMIND 1.5,AMPERE3-450P-EU,World,Emissions|CO2,Mt CO2/yr,33841.49,37356.37,41565.70,47902.12,37928.16,21615.59,6958.30,-563.45,-4783.46,-8277.63,-10290.40
REMIND 1.5,AMPERE3-450P-EU,World,Price|Carbon,US$2005/t CO2,,12.38,1.24,7.01,75.74,145.48,273.47,391.15,653.40,1038.34,1625.99
REMIND 1.5,AMPERE3-450P-EU,World,Primary Energy,EJ/yr,464.82,514.00,611.30,733.99,698.79,709.34,777.14,826.54,856.75,906.85,982.95
REMIND 1.5,AMPERE3-450P-EU,World,Primary Energy|Coal,EJ/yr,122.20,135.39,147.40,179.17,103.90,33.31,10.36,6.77,3.51,2.08,1.66
REMIND 1.5,AMPERE3-450P-EU,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.06,1.23,12.31,46.68,52.07,43.78,24.11,3.09,0.04
REMIND 1.5,AMPERE3-450P-EU,World,Temperature|Global Mean|MAGICC6|MED,°C,0.82,0.87,1.12,1.42,1.76,1.98,2.08,2.11,2.11,2.09,2.05
REMIND 1.5,AMPERE3-550,World,Emissions|CO2,Mt CO2/yr,33841.49,37366.12,38324.51,39015.27,36963.66,31733.51,22831.66,13927.89,5749.59,-327.77,-3755.24
REMIND 1.5,AMPERE3-550,World,Price|Carbon,US$2005/t CO2,,12.69,11.77,21.68,38.45,66.52,125.16,178.46,297.93,475.33,746.40
REMIND 1.5,AMPERE3-550,World,Primary Energy,EJ/yr,464.82,514.13,586.14,668.59,730.18,811.26,860.69,892.78,931.07,951.41,1003.11
REMIND 1.5,AMPERE3-550,World,Primary Energy|Coal,EJ/yr,122.20,135.47,121.27,103.31,102.22,117.05,105.64,81.12,41.06,10.07,3.28
REMIND 1.5,AMPERE3-550,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.57,10.56,58.62,129.26,143.13,115.74,61.38,15.54,3.96
REMIND 1.5,AMPERE3-550,World,Temperature|Global Mean|MAGICC6|MED,°C,0.78,0.83,1.09,1.39,1.67,1.89,2.05,2.15,2.21,2.24,2.24
REMIND 1.5,AMPERE3-550P-EU,World,Emissions|CO2,Mt CO2/yr,33841.49,37360.58,41568.63,47908.67,46792.96,37445.25,24413.62,14572.43,6804.20,86.14,-3693.90
REMIND 1.5,AMPERE3-550P-EU,World,Price|Carbon,US$2005/t CO2,,12.38,1.24,7.01,22.31,66.52,125.16,178.46,297.93,475.33,746.41
REMIND 1.5,AMPERE3-550P-EU,World,Primary Energy,EJ/yr,464.82,514.07,611.34,734.11,789.70,815.79,861.79,901.57,943.47,964.16,1005.66
REMIND 1.5,AMPERE3-550P-EU,World,Primary Energy|Coal,EJ/yr,122.20,135.40,147.46,179.17,167.45,119.80,81.28,57.25,35.71,11.34,3.12
REMIND 1.5,AMPERE3-550P-EU,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.06,1.23,17.03,73.53,116.29,108.24,74.35,26.50,3.51
REMIND 1.5,AMPERE3-550P-EU,World,Temperature|Global Mean|MAGICC6|MED,°C,0.86,0.91,1.16,1.46,1.80,2.09,2.28,2.40,2.46,2.48,2.49
REMIND 1.5,AMPERE3-Base-EUback,World,Emissions|CO2,Mt CO2/yr,33841.49,37371.87,44020.67,50296.87,58575.08,71744.59,82786.79,87993.16,85663.03,75402.53,66716.49
REMIND 1.5,AMPERE3-Base-EUback,World,Price|Carbon,US$2005/t CO2,,,,5.35,2.23,,,,,,
REMIND 1.5,AMPERE3-Base-EUback,World,Primary Energy,EJ/yr,464.82,514.17,625.97,743.46,867.90,1031.30,1184.54,1303.30,1379.74,1380.24,1408.73
REMIND 1.5,AMPERE3-Base-EUback,World,Primary Energy|Coal,EJ/yr,122.20,135.48,156.54,193.09,270.92,398.88,519.80,582.10,561.05,471.99,405.20
REMIND 1.5,AMPERE3-Base-EUback,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.04,0.08,0.24,0.43,0.65,0.93,0.96,1.44,1.85
REMIND 1.5,AMPERE3-Base-EUback,World,Temperature|Global Mean|MAGICC6|MED,°C,0.82,0.87,1.11,1.44,1.78,2.17,2.59,3.05,3.51,3.92,4.27
REMIND 1.5,AMPERE3-CF450P-EU,World,Emissions|CO2,Mt CO2/yr,33841.49,37365.98,44028.80,50295.90,39726.70,22501.37,6855.42,-602.89,-4769.69,-8268.81,-10300.93
REMIND 1.5,AMPERE3-CF450P-EU,World,Price|Carbon,US$2005/t CO2,,,,5.35,74.94,145.48,273.47,391.15,653.40,1038.34,1625.99
REMIND 1.5,AMPERE3-CF450P-EU,World,Primary Energy,EJ/yr,464.82,514.09,626.11,743.50,703.19,709.19,773.38,825.07,857.20,907.47,983.14
REMIND 1.5,AMPERE3-CF450P-EU,World,Primary Energy|Coal,EJ/yr,122.20,135.44,156.52,192.99,111.82,32.91,5.44,3.72,2.64,2.09,1.68
REMIND 1.5,AMPERE3-CF450P-EU,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.04,0.08,8.36,41.88,48.30,41.80,23.94,3.23,0.04
REMIND 1.5,AMPERE3-CF450P-EU,World,Temperature|Global Mean|MAGICC6|MED,°C,0.78,0.83,1.07,1.40,1.76,1.98,2.08,2.11,2.11,2.09,2.06
REMIND 1.5,AMPERE3-RefPol,World,Emissions|CO2,Mt CO2/yr,33841.49,37372.53,41615.44,48455.22,55203.05,61590.57,64595.04,64737.59,62246.20,56447.99,51261.41
REMIND 1.5,AMPERE3-RefPol,World,Price|Carbon,US$2005/t CO2,,12.38,1.24,4.92,6.56,11.75,21.18,24.18,28.81,19.03,26.37
REMIND 1.5,AMPERE3-RefPol,World,Primary Energy,EJ/yr,464.82,514.22,611.87,737.76,851.37,978.08,1096.23,1199.82,1286.00,1323.83,1374.77
REMIND 1.5,AMPERE3-RefPol,World,Primary Energy|Coal,EJ/yr,122.20,135.48,147.79,181.89,245.30,331.62,407.35,450.93,447.99,404.75,364.78
REMIND 1.5,AMPERE3-RefPol,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.07,1.32,9.76,34.32,70.58,102.41,120.44,119.58,107.80
REMIND 1.5,AMPERE3-RefPol,World,Temperature|Global Mean|MAGICC6|MED,°C,0.83,0.88,1.13,1.43,1.76,2.11,2.45,2.81,3.14,3.44,3.72
REMIND 1.5,EMF27-450-Conv,ASIA,Emissions|CO2,Mt CO2/yr,10193.98,13196.41,10698.16,5726.12,3248.37,2254.52,1151.38,428.28,-172.88,-192.36,-185.38
REMIND 1.5,EMF27-450-Conv,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9624.29,12668.17,10252.83,5749.65,3278.17,2282.32,1176.94,456.22,-137.33,-159.95,-166.06
REMIND 1.5,EMF27-450-Conv,ASIA,Primary Energy,EJ/yr,135.83,171.18,162.77,186.67,189.28,181.23,169.35,157.96,142.22,130.99,119.78
REMIND 1.5,EMF27-450-Conv,LAM,Emissions|CO2,Mt CO2/yr,2926.60,3500.82,3910.94,545.65,-87.93,-365.84,-406.25,-401.84,-471.69,-509.69,-613.32
REMIND 1.5,EMF27-450-Conv,LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1483.23,1694.47,1378.64,567.73,-57.38,-331.49,-387.35,-369.87,-439.63,-479.42,-584.07
REMIND 1.5,EMF27-450-Conv,LAM,Primary Energy,EJ/yr,28.84,32.62,30.53,37.66,41.33,39.12,37.32,37.13,37.28,38.86,40.63
REMIND 1.5,EMF27-450-Conv,MAF,Emissions|CO2,Mt CO2/yr,4035.32,4337.48,3458.33,1759.88,1302.03,1033.18,686.43,391.02,33.33,219.92,732.54
REMIND 1.5,EMF27-450-Conv,MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,2360.58,2863.92,2387.12,1771.46,1313.09,1047.76,705.41,406.95,49.18,235.09,748.27
REMIND 1.5,EMF27-450-Conv,MAF,Primary Energy,EJ/yr,49.52,58.17,52.28,57.71,72.03,80.49,84.52,92.41,101.07,108.11,111.02
REMIND 1.5,EMF27-450-Conv,OECD90,Emissions|CO2,Mt CO2/yr,15111.39,15254.15,9970.42,5306.13,2034.69,413.79,-354.20,-754.70,-994.23,-980.48,-1146.75
REMIND 1.5,EMF27-450-Conv,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,14547.59,14860.98,9918.51,5364.89,2094.12,467.83,-298.54,-697.94,-936.70,-923.39,-1088.95
REMIND 1.5,EMF27-450-Conv,OECD90,Primary Energy,EJ/yr,225.73,232.19,178.42,179.09,168.81,145.92,131.67,118.11,105.56,101.00,95.83
REMIND 1.5,EMF27-450-Conv,World,Emissions|CO2,Mt CO2/yr,33837.41,37977.31,29314.49,13503.92,6281.74,3040.79,787.74,-526.27,-1744.61,-1641.29,-1413.97
REMIND 1.5,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29556.92,33624.77,24817.87,13667.44,6459.94,3214.38,950.20,-347.35,-1553.49,-1455.87,-1240.89
REMIND 1.5,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,13765.03,15624.90,9392.07,596.45,-4325.54,-5071.51,-5477.69,-6187.86,-6523.09,-6585.18,-6610.96
REMIND 1.5,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10245.45,11912.71,7051.88,1690.93,-78.92,94.94,365.18,929.81,1389.32,1264.50,1066.11
REMIND 1.5,EMF27-450-Conv,World,Price|Carbon,US$2005/t CO2,,9.58,166.31,285.12,494.08,851.66,1632.61,2432.27,4353.64,4999.31,6108.24
REMIND 1.5,EMF27-450-Conv,World,Primary Energy,EJ/yr,464.82,519.64,440.81,476.55,488.95,463.05,436.52,417.37,397.14,390.95,379.75
REMIND 1.5,EMF27-450-Conv,World,Primary Energy|Coal,EJ/yr,122.20,145.67,83.97,21.68,1.42,0.85,0.65,0.52,1.15,2.48,3.81
REMIND 1.5,EMF27-450-Conv,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,13.60,65.60,79.50,83.77,80.04,70.66,64.87,63.66,67.20
REMIND 1.5,EMF27-450-Conv,World,Temperature|Global Mean|MAGICC6|MED,°C,0.81,0.87,1.15,1.37,1.50,1.57,1.60,1.59,1.59,1.57,1.56
REMIND 1.5,EMF27-450-NoCCS,ASIA,Emissions|CO2,Mt CO2/yr,10193.98,13395.43,9638.80,3121.82,941.63,921.34,886.11,885.64,859.25,855.69,843.03
REMIND 1.5,EMF27-450-NoCCS,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9624.29,12668.17,8596.40,3130.48,952.92,954.23,933.58,932.78,890.24,880.88,864.42
REMIND 1.5,EMF27-450-NoCCS,ASIA,Primary Energy,EJ/yr,135.83,171.18,139.30,149.00,190.92,222.15,238.71,243.94,253.19,259.84,273.96
REMIND 1.5,EMF27-450-NoCCS,LAM,Emissions|CO2,Mt CO2/yr,2926.60,3503.09,3597.06,404.91,121.08,110.73,132.03,92.25,96.53,98.33,99.79
REMIND 1.5,EMF27-450-NoCCS,LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1483.23,1694.47,1057.94,405.87,143.66,153.97,154.96,137.93,134.06,130.29,126.41
REMIND 1.5,EMF27-450-NoCCS,LAM,Primary Energy,EJ/yr,28.84,32.62,26.36,30.80,37.50,41.80,45.44,48.49,54.55,61.34,68.87
REMIND 1.5,EMF27-450-NoCCS,MAF,Emissions|CO2,Mt CO2/yr,4035.32,4381.13,3063.76,830.36,275.64,316.02,313.37,331.92,365.71,492.20,741.66
REMIND 1.5,EMF27-450-NoCCS,MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,2360.58,2863.92,1861.60,838.07,283.59,313.89,330.47,349.49,379.72,501.64,752.67
REMIND 1.5,EMF27-450-NoCCS,MAF,Primary Energy,EJ/yr,49.52,58.17,44.92,44.10,63.29,87.70,117.36,153.45,197.13,247.15,307.81
REMIND 1.5,EMF27-450-NoCCS,OECD90,Emissions|CO2,Mt CO2/yr,15111.39,15254.16,8082.87,2864.75,369.53,328.11,299.06,266.24,255.25,245.07,226.35
REMIND 1.5,EMF27-450-NoCCS,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,14547.59,14860.98,8030.94,2923.99,434.34,388.71,353.82,321.99,311.66,301.08,286.49
REMIND 1.5,EMF27-450-NoCCS,OECD90,Primary Energy,EJ/yr,225.73,232.19,152.39,141.28,151.62,158.69,157.51,152.32,156.35,160.00,166.47
REMIND 1.5,EMF27-450-NoCCS,World,Emissions|CO2,Mt CO2/yr,33837.41,38224.94,25524.60,7358.64,1691.05,1663.77,1616.52,1555.47,1553.00,1665.20,1883.11
REMIND 1.5,EMF27-450-NoCCS,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29556.92,33624.77,20285.08,7486.40,1857.16,1846.71,1805.53,1770.55,1742.22,1838.79,2053.77
REMIND 1.5,EMF27-450-NoCCS,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,13765.03,15624.90,9171.87,2423.55,-0.07,53.56,-99.86,-450.59,-700.89,-755.50,-995.45
REMIND 1.5,EMF27-450-NoCCS,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10245.45,11912.71,6701.26,1800.94,53.13,16.35,6.58,2.54,2.79,3.15,5.42
REMIND 1.5,EMF27-450-NoCCS,World,Price|Carbon,US$2005/t CO2,,9.58,519.32,854.56,1534.52,2803.70,5650.92,8683.09,16493.11,3647.56,23725.73
REMIND 1.5,EMF27-450-NoCCS,World,Primary Energy,EJ/yr,464.82,519.64,377.80,377.72,458.30,525.50,573.12,611.42,674.70,741.91,831.52
REMIND 1.5,EMF27-450-NoCCS,World,Primary Energy|Coal,EJ/yr,122.20,145.67,83.83,21.43,0.52,0.21,0.06,0.09,0.15,0.16,0.14
REMIND 1.5,EMF27-450-NoCCS,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
REMIND 1.5,EMF27-450-NoCCS,World,Temperature|Global Mean|MAGICC6|MED,°C,0.81,0.87,1.15,1.36,1.47,1.50,1.51,1.51,1.52,1.54,1.54
REMIND 1.5,EMF27-550-LimBio,ASIA,Emissions|CO2,Mt CO2/yr,10193.98,13239.55,14218.37,11920.79,8135.32,5963.84,4486.53,3100.11,2246.06,1843.16,1570.02
REMIND 1.5,EMF27-550-LimBio,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9624.29,12668.17,13643.62,11954.04,8162.41,5987.99,4513.08,3130.89,2272.65,1868.24,1589.43
REMIND 1.5,EMF27-550-LimBio,ASIA,Primary Energy,EJ/yr,135.83,171.18,204.11,231.31,252.30,273.61,273.07,271.03,277.28,286.47,289.83
REMIND 1.5,EMF27-550-LimBio,LAM,Emissions|CO2,Mt CO2/yr,2926.60,3478.79,4413.41,1831.96,1357.42,934.84,712.03,523.57,418.39,359.64,107.38
REMIND 1.5,EMF27-550-LimBio,LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1483.23,1694.47,1947.21,1860.26,1379.91,961.58,742.73,543.99,453.68,371.75,132.07
REMIND 1.5,EMF27-550-LimBio,LAM,Primary Energy,EJ/yr,28.84,32.62,38.38,41.99,45.76,51.74,54.53,59.64,68.76,78.43,84.86
REMIND 1.5,EMF27-550-LimBio,MAF,Emissions|CO2,Mt CO2/yr,4035.32,4381.03,4504.49,3368.89,3582.70,3883.52,3663.91,3349.07,3064.56,2919.43,3153.50
REMIND 1.5,EMF27-550-LimBio,MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,2360.58,2863.92,3302.63,3379.05,3589.65,3893.88,3675.41,3359.78,3075.16,2929.83,3163.76
REMIND 1.5,EMF27-550-LimBio,MAF,Primary Energy,EJ/yr,49.52,58.17,66.29,73.96,92.18,114.62,131.30,153.61,191.88,241.54,294.07
REMIND 1.5,EMF27-550-LimBio,OECD90,Emissions|CO2,Mt CO2/yr,15111.39,15241.56,13016.52,10555.13,7238.06,4454.98,2745.80,1531.01,766.12,275.60,-82.62
REMIND 1.5,EMF27-550-LimBio,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,14547.59,14860.98,13002.38,10613.03,7296.10,4513.71,2802.71,1580.53,825.44,332.94,-26.82
REMIND 1.5,EMF27-550-LimBio,OECD90,Primary Energy,EJ/yr,225.73,232.19,215.66,204.62,196.31,192.36,178.65,170.49,173.26,176.47,176.13
REMIND 1.5,EMF27-550-LimBio,World,Emissions|CO2,Mt CO2/yr,33837.41,37970.11,37657.41,28699.50,20936.83,15389.20,11536.73,8368.71,6360.33,5299.36,4644.20
REMIND 1.5,EMF27-550-LimBio,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29556.92,33624.77,33182.40,28864.11,21097.85,15556.56,11706.11,8524.28,6534.93,5438.31,4789.00
REMIND 1.5,EMF27-550-LimBio,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,13765.03,15624.90,14383.60,9949.80,3331.14,-695.21,-1581.95,-3014.44,-4484.33,-5086.02,-5491.50
REMIND 1.5,EMF27-550-LimBio,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10245.45,11912.71,11165.91,7661.60,3781.91,2481.51,1794.92,1052.69,452.30,294.97,222.36
REMIND 1.5,EMF27-550-LimBio,World,Price|Carbon,US$2005/t CO2,,9.58,36.07,65.38,118.50,206.64,366.21,493.86,708.52,880.10,1282.49
REMIND 1.5,EMF27-550-LimBio,World,Primary Energy,EJ/yr,464.82,519.64,547.58,572.70,606.22,650.99,654.96,672.68,728.85,800.52,862.14
REMIND 1.5,EMF27-550-LimBio,World,Primary Energy|Coal,EJ/yr,122.20,145.67,105.57,44.80,13.06,14.03,26.60,41.00,52.35,57.59,61.06
REMIND 1.5,EMF27-550-LimBio,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,4.97,41.99,91.01,110.62,115.94,104.84,97.85,96.00,90.01
REMIND 1.5,EMF27-550-LimBio,World,Temperature|Global Mean|MAGICC6|MED,°C,0.81,0.87,1.16,1.45,1.68,1.81,1.88,1.94,1.97,2.00,2.01
REMIND 1.5,EMF27-Base-FullTech,ASIA,Emissions|CO2,Mt CO2/yr,10193.98,13478.78,20256.01,24006.74,28404.78,33016.66,35977.35,36397.92,34529.79,28622.83,23400.42
REMIND 1.5,EMF27-Base-FullTech,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9624.29,12668.17,18963.57,23851.49,28388.64,33027.52,35996.03,36416.91,33978.26,27869.99,22441.84
REMIND 1.5,EMF27-Base-FullTech,ASIA,Primary Energy,EJ/yr,135.83,171.18,252.53,321.99,382.22,444.47,492.91,526.59,547.09,531.61,521.51
REMIND 1.5,EMF27-Base-FullTech,LAM,Emissions|CO2,Mt CO2/yr,2926.60,3508.40,5067.35,5464.43,4402.98,5424.51,5869.57,5988.95,6096.94,5152.73,4074.45
REMIND 1.5,EMF27-Base-FullTech,LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1483.23,1694.47,2512.31,3230.36,3824.19,4499.22,4921.07,5113.10,4931.64,4201.68,3448.14
REMIND 1.5,EMF27-Base-FullTech,LAM,Primary Energy,EJ/yr,28.84,32.62,43.91,52.52,58.60,67.24,74.19,81.55,88.24,92.46,99.67
REMIND 1.5,EMF27-Base-FullTech,MAF,Emissions|CO2,Mt CO2/yr,4035.32,4381.09,5364.84,5862.75,8659.61,12865.82,17680.13,22674.41,27242.60,29150.29,29981.48
REMIND 1.5,EMF27-Base-FullTech,MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,2360.58,2863.92,4162.81,5825.71,8658.60,12871.31,17686.59,22681.07,27249.17,29156.88,29988.54
REMIND 1.5,EMF27-Base-FullTech,MAF,Primary Energy,EJ/yr,49.52,58.17,78.02,99.22,133.41,184.76,243.74,311.42,384.72,434.63,481.80
REMIND 1.5,EMF27-Base-FullTech,OECD90,Emissions|CO2,Mt CO2/yr,15111.39,15234.63,15486.57,16326.59,16610.24,16943.56,16515.90,15922.43,14587.22,11864.62,9683.61
REMIND 1.5,EMF27-Base-FullTech,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,14547.59,14860.98,15493.22,16327.23,16533.88,16784.66,16567.34,15978.22,14639.15,11919.27,9753.72
REMIND 1.5,EMF27-Base-FullTech,OECD90,Primary Energy,EJ/yr,225.73,232.19,239.50,248.43,249.55,254.06,256.24,258.30,259.36,245.13,236.85
REMIND 1.5,EMF27-Base-FullTech,World,Emissions|CO2,Mt CO2/yr,33837.41,38293.08,48134.42,53343.82,59836.10,70077.89,77941.21,82914.15,84109.23,75995.09,68004.38
REMIND 1.5,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29556.92,33624.77,42690.49,50865.41,59177.44,69041.15,77103.39,82154.70,82487.12,74391.24,66547.93
REMIND 1.5,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,13765.03,15624.90,19879.59,24808.67,30403.31,37686.30,44599.07,48221.13,48169.87,42729.91,35078.86
REMIND 1.5,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10245.45,11912.71,15970.42,20578.04,24231.99,26435.62,26743.55,25504.71,23336.08,19950.06,17229.15
REMIND 1.5,EMF27-Base-FullTech,World,Price|Carbon,US$2005/t CO2,,9.58,,,,,,,,,
REMIND 1.5,EMF27-Base-FullTech,World,Primary Energy,EJ/yr,464.82,519.64,640.55,749.95,853.16,979.35,1095.43,1206.29,1306.33,1328.79,1363.91
REMIND 1.5,EMF27-Base-FullTech,World,Primary Energy|Coal,EJ/yr,122.20,145.67,196.93,239.86,302.90,389.32,481.27,534.46,531.06,461.18,374.48
REMIND 1.5,EMF27-Base-FullTech,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
REMIND 1.5,EMF27-Base-FullTech,World,Temperature|Global Mean|MAGICC6|MED,°C,0.81,0.87,1.13,1.45,1.81,2.20,2.65,3.14,3.62,4.08,4.44
WITCH_EMF27,EMF27-450-Conv,ASIA,Emissions|CO2,Mt CO2/yr,9895.45,13210.18,13914.12,12004.49,10538.51,8767.49,7410.94,6299.16,3794.59,2865.46,2437.77
WITCH_EMF27,EMF27-450-Conv,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,8629.01,12114.61,13995.34,12400.26,11036.76,9533.21,8176.67,7064.88,4560.32,3631.19,3203.49
WITCH_EMF27,EMF27-450-Conv,ASIA,Primary Energy,EJ/yr,123.50,163.27,191.65,198.46,201.86,195.81,183.80,170.77,160.74,154.07,147.65
WITCH_EMF27,EMF27-450-Conv,LAM,Emissions|CO2,Mt CO2/yr,4660.57,4644.17,1851.46,1537.68,1421.58,658.62,-161.02,-1398.20,-1659.55,-1631.41,-1586.79
